2019-06-05T09:12:18.549Z [info] 	Starting TrueAutomation.IO client
2019-06-05T09:12:25.598Z [info] 	9 Sending POST request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/execute:  {"script":"if (!arguments[0].readOnly){ arguments[0].value = '' }","args":[{"ELEMENT":"0.48295283663968447-1"}]}
2019-06-05T09:12:25.603Z [info] 	10 Sending POST request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/element/0.48295283663968447-1/value:  {"value":["admin"]}
2019-06-05T09:12:25.648Z [info] 	11 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//input[@id='password']"}
2019-06-05T09:12:25.648Z [info] 	11 Elements locator: {"value":"//input[@id='password']","using":"xpath"}
2019-06-05T09:12:25.658Z [info] 	11 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[{"ELEMENT":"0.48295283663968447-2"}]}
2019-06-05T09:12:25.660Z [info] 	12 Sending GET request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/element/0.48295283663968447-2/displayed:  {}
2019-06-05T09:12:25.672Z [info] 	13 Sending POST request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/execute:  {"script":"return (function(el, names){\n  return names.map(function(name){\n    return el[name]\n  });\n})(arguments[0], arguments[1]);\n","args":[{"ELEMENT":"0.48295283663968447-2"},["tagName","type"]]}
2019-06-05T09:12:25.678Z [info] 	14 Sending POST request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/execute:  {"script":"if (!arguments[0].readOnly){ arguments[0].value = '' }","args":[{"ELEMENT":"0.48295283663968447-2"}]}
2019-06-05T09:12:25.684Z [info] 	15 Sending POST request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/element/0.48295283663968447-2/value:  {"value":["changeme"]}
2019-06-05T09:12:25.729Z [info] 	16 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//button[text()='Login']"}
2019-06-05T09:12:25.729Z [info] 	16 Elements locator: {"value":"//button[text()='Login']","using":"xpath"}
2019-06-05T09:12:25.739Z [info] 	16 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[{"ELEMENT":"0.48295283663968447-3"}]}
2019-06-05T09:12:25.741Z [info] 	17 Sending GET request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/element/0.48295283663968447-3/displayed:  {}
2019-06-05T09:12:25.753Z [info] 	18 Sending POST request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/element/0.48295283663968447-3/click:  {}
2019-06-05T09:12:28.796Z [info] 	19 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.797Z [info] 	19 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:28.809Z [info] 	19 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:28.824Z [info] 	20 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.824Z [info] 	20 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:28.833Z [info] 	20 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:28.845Z [info] 	21 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.845Z [info] 	21 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:28.853Z [info] 	21 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:28.865Z [info] 	22 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.865Z [info] 	22 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:28.874Z [info] 	22 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:28.887Z [info] 	23 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.887Z [info] 	23 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:28.894Z [info] 	23 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:28.906Z [info] 	24 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.906Z [info] 	24 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:28.914Z [info] 	24 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:28.928Z [info] 	25 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.928Z [info] 	25 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:28.936Z [info] 	25 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:28.950Z [info] 	26 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.950Z [info] 	26 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:28.957Z [info] 	26 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:28.968Z [info] 	27 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.968Z [info] 	27 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:28.975Z [info] 	27 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:28.991Z [info] 	28 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:28.991Z [info] 	28 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:29.003Z [info] 	28 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:29.018Z [info] 	29 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:29.018Z [info] 	29 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:29.026Z [info] 	29 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:29.039Z [info] 	30 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:29.039Z [info] 	30 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:29.048Z [info] 	30 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:29.061Z [info] 	31 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:29.062Z [info] 	31 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:29.072Z [info] 	31 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:29.086Z [info] 	32 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:29.087Z [info] 	32 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:29.098Z [info] 	32 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:29.110Z [info] 	33 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:29.110Z [info] 	33 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:29.129Z [info] 	33 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[]}
2019-06-05T09:12:29.141Z [info] 	34 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div[@class='at-main-menu-btn ch-icon-container menu']"}
2019-06-05T09:12:29.141Z [info] 	34 Elements locator: {"value":"//div[@class='at-main-menu-btn ch-icon-container menu']","using":"xpath"}
2019-06-05T09:12:29.159Z [info] 	34 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[{"ELEMENT":"0.48295283663968447-4"}]}
2019-06-05T09:12:29.161Z [info] 	35 Sending GET request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/element/0.48295283663968447-4/displayed:  {}
2019-06-05T09:12:29.172Z [info] 	36 Sending POST request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/element/0.48295283663968447-4/click:  {}
2019-06-05T09:12:29.221Z [info] 	37 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//a[@class='black-link nav-menu-category__item at-main-menu-pipelines']"}
2019-06-05T09:12:29.221Z [info] 	37 Elements locator: {"value":"//a[@class='black-link nav-menu-category__item at-main-menu-pipelines']","using":"xpath"}
2019-06-05T09:12:29.232Z [info] 	37 Elements response: {"sessionId":"e33490bbe75be7d4592e2d3e96df5c90","status":0,"value":[{"ELEMENT":"0.48295283663968447-5"}]}
2019-06-05T09:12:29.234Z [info] 	38 Sending GET request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/element/0.48295283663968447-5/displayed:  {}
2019-06-05T09:12:29.252Z [info] 	39 Sending POST request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90/element/0.48295283663968447-5/click:  {}
2019-06-05T09:12:29.295Z [info] 	40 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div/a[@title='pipJul_NOT_DELETE']__ta__EC:content:choosePipeline__ta__"}
2019-06-05T09:12:29.750Z [info] 	Element address: null
2019-06-05T09:12:29.750Z [info] 	40 Element not found
2019-06-05T09:12:29.752Z [info] 	40 Elements locator: {"error":"Unable to locate element { using: \"xpath\", selector: \"//div/a[@title='pipJul_NOT_DELETE']\" }"}
2019-06-05T09:12:29.768Z [info] 	41 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div/a[@title='pipJul_NOT_DELETE']__ta__EC:content:choosePipeline__ta__"}
2019-06-05T09:12:30.181Z [info] 	Element address: null
2019-06-05T09:12:30.181Z [info] 	41 Element not found
2019-06-05T09:12:30.182Z [info] 	41 Elements locator: {"error":"Unable to locate element { using: \"xpath\", selector: \"//div/a[@title='pipJul_NOT_DELETE']\" }"}
2019-06-05T09:12:30.194Z [info] 	42 Sending elements request to http://localhost:9516/session/e33490bbe75be7d4592e2d3e96df5c90:  {"using":"xpath","value":"//div/a[@title='pipJul_NOT_DELETE']__ta__EC:content:choosePipeline__ta__"}
2019-06-05T09:12:30.698Z [info] 	Element address: 0.1.1.0.0.1.0.0.1.0.1.9.0.3.0
